"Product Name"|SKU|Category|"Category ID"|Price|"Product URL"|Manufacturer|"Manufacturer SKU"|Description|Image|"In Stock"|"Delivery Cost"|"Delivery Time"|"EAN or UPC"|"Retailer Message"|pc_isbn_prod
"Wharfedale Diamond 230"|diamond230black|"Högtalare / Golvhögtalare"|11|5999.0000|https://hifi-freaks.se/wharfedale-diamond-230.html|Wharfedale||"Elegant och ljudm&auml;ssigt imponerande2&frac12;-v&auml;gs golvh&ouml;gtalaren Diamond 230 &auml;r lika imponerande som sin lillebror 220, men har till och med en &auml;nnu st&ouml;rre ljudbild och en bas som &auml;r b&aring;de djupare och mer detaljr..."|https://hifi-freaks.se/media/catalog/product/d/i/diamond230test.jpg|Ja|||||
"Wharfedale Diamond 240"|diamond-240|"Högtalare / Golvhögtalare"|11|9999.0000|https://hifi-freaks.se/wharfedale-diamond-240.html|Wharfedale||"Stor golvh&ouml;gtalare med massor av dynamik
Med 3-v&auml;gs principen h&aring;lls &ouml;verblicken och klarheten i musiken intakt &auml;ven n&auml;r du spelar komplex musik vid h&ouml;g ljudstyrka. Orsaken &auml;r helt enkelt att n&auml;r det 13 cm ..."|https://hifi-freaks.se/media/catalog/product/d/i/diamond240top.jpg|Ja|||||
"Wharfedale Diamond 250"|"Diamond 250"|"Högtalare / Golvhögtalare"|11|13418.0000|https://hifi-freaks.se/wharfedale-diamond-250.html|Wharfedale||"Enorm ljudbild - &auml;ven i stora rum!
Med 2 st. 8 ""Kevlar baselement och basreflex-tuning som g&aring;r &auml;nda ner till 32Hz, f&aring;r du hela tonomf&aring;nget med. B&aring;de orgelmusik och storslagen techno och rock &aring;terges med kraft oc..."|https://hifi-freaks.se/media/catalog/product/d/i/diamond250top.jpg|Ja|||||
"Wharfedale Reva 3"|"Reva 3"|"Högtalare / Golvhögtalare"|11|13999.0000|https://hifi-freaks.se/wharfedale-reva-3.html|Wharfedale||"Reva-3 &auml;r den mindre av de tv&aring; golvh&ouml;gtalarna i serien som kan anv&auml;ndas i audiofila stereosystem eller ocks&aring; som en del av ett st&ouml;rre surroundsystem. Dess slot laddande portteknik inneb&auml;r att de kan prestera bra &au..."|https://hifi-freaks.se/media/catalog/product/r/e/reva3.jpg|Ja|||||
"Wharfedale Reva 1"|"Reva 1"|"Högtalare / Kompakta högtalare"|10|4299.0000|https://hifi-freaks.se/wharfedale-reva-1.html|Wharfedale||"Reva 1 &auml;r den minsta modellen i Warfades nya Reva-serie. En kompakt modell som g&ouml;r det v&auml;ldigt bra b&aring;de som front i stereoinst&auml;llningar och i surroundupps&auml;ttning.
&nbsp;
Reve-serien &auml;r helt nykonstruerad, f&ouml;r ..."|https://hifi-freaks.se/media/catalog/product/r/e/reva1.jpg|Ja|||||
"Wharfedale Diamond 225"|"Diamond 225"|"Högtalare / Kompakta högtalare"|10|1999.0000|https://hifi-freaks.se/wharfedale-diamond-225.html|Wharfedale||"Storebrodern till Diamond 220, med samma egenskaper som en Diamond 220, men med en 6,5 tums basenhet i st&auml;llet f&ouml;r 5-tums enheten i 220, s&aring; att du f&aring;r b&auml;ttre bas&aring;tergivning.
&nbsp;
I mer &auml;n 30 &aring;r har Wharfd..."|https://hifi-freaks.se/media/catalog/product/w/h/wharfedale-diamond-225-gallery.jpg|Ja|||||
"Wharfedale Reva 2"|"Reva 2"|"Högtalare / Kompakta högtalare"|10|3999.0000|https://hifi-freaks.se/wharfedale-reva-2.html|Wharfedale||"Reva-2 &auml;r den st&ouml;rre h&ouml;gtalaren f&ouml;r bokhyllor i Reva serien. Eftersom den &auml;r n&aring;got st&ouml;rre &auml;n Reva-1 hanterar den lite mer bas och &auml;r idealisk f&ouml;r stereoaudiofila installationer. Den passar ocks&aring; ..."|https://hifi-freaks.se/media/catalog/product/r/e/reva2.jpg|Ja|||||
"Wharfedale Diamond 210"|"diamond 210"|"Högtalare / Kompakta högtalare"|10|1699.0000|https://hifi-freaks.se/wharfedale-diamond-210.html|Wharfedale||"Wharfedale Diamond 210 &auml;r en kompakt stativh&ouml;gtalare som &auml;r utformad f&ouml;r att leverera h&ouml;gkvalitativ ljudprestanda bakom eller i surroundhemmabiosystem och tv&aring;kanals stereoinstallation n&auml;r utrymme &auml;r begr&auml;ns..."|https://hifi-freaks.se/media/catalog/product/d/i/diamond210.jpg|Ja|||||
"Wharfedale Jade 5"|"Jade 5"|"Högtalare / Golvhögtalare"|11|14999.0000|https://hifi-freaks.se/wharfedale-jade-5.html|Wharfedale||"&nbsp;
Den nya stereoh&ouml;gtalarna Wharfedale Jade 5 en audiophile kvalitetsgolvst&aring;ende 3-v&auml;gs Aperiodic-h&ouml;gtalare som idealiskt anv&auml;nds i stereohifi-system eller kan kombineras med andra modeller i Jade intervall f&ouml;r att s..."|https://hifi-freaks.se/media/catalog/product/j/a/jade5.jpg|Ja|||||
"Wharfedale Jade 7"|"jade 7"|"Högtalare / Golvhögtalare"|11|19999.0000|https://hifi-freaks.se/wharfedale-jade-7.html|Wharfedale||"Den nya Wharfedale Jade 7-stereoh&ouml;gtalarna &auml;r en 4-v&auml;gs Aperiodic-h&ouml;gtalare som idealiskt anv&auml;nds i stereohifi-system eller kan kombineras med andra modeller i Jade intervall f&ouml;r att skapa en h&ouml;gpresterande hemmabio-h..."|https://hifi-freaks.se/media/catalog/product/j/a/jade7.jpg|Ja|||||
